date,state,fips,cases_state,deaths_state,cases_national,deaths_national,month,FIPS Code,Year,Civilian non-institutional population,Labor_Force_Total,Labor_Force_Percent_of_Population,Employment_Labor_Force,Employment_Percent_of_Population,Unemployment_Total,Unemployment_Rate
2020-03-24,Tennessee,47,678,2,53938,785,3,47.0,2020.0,"5,419,586   ","3,375,134   ",62.3,"3,262,392   ",60.2,"112,742   ",3.3
2020-03-24,Texas,48,857,11,53938,785,3,48.0,2020.0,"22,183,325   ","14,004,479   ",63.1,"13,288,652   ",59.9,"715,827   ",5.1
2020-03-24,Utah,49,299,1,53938,785,3,49.0,2020.0,"2,388,768   ","1,625,383   ",68.0,"1,562,935   ",65.4,"62,448   ",3.8
2020-03-24,Vermont,50,95,7,53938,785,3,50.0,2020.0,"518,762   ","340,607   ",65.7,"330,084   ",63.6,"10,523   ",3.1
2020-03-24,Virginia,51,291,7,53938,785,3,51.0,2020.0,"6,698,449   ","4,439,350   ",66.3,"4,294,056   ",64.1,"145,294   ",3.3
2020-03-24,Washington,53,2469,123,53938,785,3,53.0,2020.0,"6,078,899   ","3,890,678   ",64.0,"3,692,118   ",60.7,"198,560   ",5.1
2020-03-24,West Virginia,54,39,0,53938,785,3,54.0,2020.0,"1,441,638   ","823,300   ",57.1,"773,588   ",53.7,"49,712   ",6.0
2020-03-24,Wisconsin,55,481,5,53938,785,3,55.0,2020.0,"4,649,248   ","3,088,813   ",66.4,"2,992,488   ",64.4,"96,325   ",3.1
2020-03-24,Wyoming,56,37,0,53938,785,3,56.0,2020.0,"451,333   ","295,500   ",65.5,"284,302   ",63.0,"11,198   ",3.8
2020-03-25,Alabama,1,386,1,68572,1054,3,1.0,2020.0,"3,873,022   ","2,218,590   ",57.3,"2,151,586   ",55.6,"67,004   ",3.0
2020-03-25,Alaska,2,59,0,68572,1054,3,2.0,2020.0,"543,829   ","344,266   ",63.3,"326,251   ",60.0,"18,015   ",5.2
2020-03-25,Arizona,4,402,6,68572,1054,3,4.0,2020.0,"5,796,108   ","3,578,637   ",61.7,"3,359,486   ",58.0,"219,151   ",6.1
2020-03-25,Arkansas,5,307,2,68572,1054,3,5.0,2020.0,"2,350,195   ","1,386,469   ",59.0,"1,316,741   ",56.0,"69,728   ",5.0
2020-03-25,California,6,3183,68,68572,1054,3,6.0,2020.0,"31,191,183   ","19,167,967   ",61.5,"18,115,804   ",58.1,"1,052,163   ",5.5
2020-03-25,Colorado,8,1086,19,68572,1054,3,8.0,2020.0,"4,596,790   ","3,136,533   ",68.2,"2,972,506   ",64.7,"164,027   ",5.2
2020-03-25,Connecticut,9,875,19,68572,1054,3,9.0,2020.0,"2,885,395   ","1,930,836   ",66.9,"1,865,216   ",64.6,"65,620   ",3.4
2020-03-25,Delaware,10,119,0,68572,1054,3,10.0,2020.0,"784,534   ","477,377   ",60.8,"453,613   ",57.8,"23,764   ",5.0
2020-03-25,District of Columbia,11,183,2,68572,1054,3,11.0,2020.0,"579,573   ","420,505   ",72.6,"395,074   ",68.2,"25,431   ",6.0
2020-03-25,Florida,12,1971,23,68572,1054,3,12.0,2020.0,"17,584,836   ","10,331,185   ",58.8,"9,873,877   ",56.1,"457,308   ",4.4
2020-03-25,Georgia,13,1385,47,68572,1054,3,13.0,2020.0,"8,269,251   ","5,156,973   ",62.4,"4,917,754   ",59.5,"239,219   ",4.6
2020-03-25,Hawaii,15,95,0,68572,1054,3,15.0,2020.0,"1,089,912   ","665,727   ",61.1,"649,770   ",59.6,"15,957   ",2.4
2020-03-25,Idaho,16,123,0,68572,1054,3,16.0,2020.0,"1,392,217   ","894,632   ",64.3,"872,658   ",62.7,"21,974   ",2.5
2020-03-25,Illinois,17,1874,21,68572,1054,3,17.0,2020.0,"9,986,511   ","6,294,250   ",63.0,"6,030,123   ",60.4,"264,127   ",4.2
2020-03-25,Indiana,18,484,19,68572,1054,3,18.0,2020.0,"5,272,532   ","3,277,678   ",62.2,"3,177,786   ",60.3,"99,892   ",3.0
2020-03-25,Iowa,19,147,1,68572,1054,3,19.0,2020.0,"2,473,740   ","1,722,018   ",69.6,"1,665,444   ",67.3,"56,574   ",3.3
2020-03-25,Kansas,20,134,3,68572,1054,3,20.0,2020.0,"2,233,807   ","1,508,551   ",67.5,"1,465,907   ",65.6,"42,644   ",2.8
2020-03-25,Kentucky,21,198,5,68572,1054,3,21.0,2020.0,"3,499,821   ","2,066,275   ",59.0,"1,958,322   ",56.0,"107,953   ",5.2
2020-03-25,Louisiana,22,1795,65,68572,1054,3,22.0,2020.0,"3,573,843   ","2,126,568   ",59.5,"1,984,927   ",55.5,"141,641   ",6.7
2020-03-25,Maine,23,142,0,68572,1054,3,23.0,2020.0,"1,114,409   ","695,329   ",62.4,"674,282   ",60.5,"21,047   ",3.0
2020-03-25,Maryland,24,423,4,68572,1054,3,24.0,2020.0,"4,769,850   ","3,284,708   ",68.9,"3,175,393   ",66.6,"109,315   ",3.3
2020-03-25,Massachusetts,25,1838,15,68572,1054,3,25.0,2020.0,"5,650,426   ","3,771,967   ",66.8,"3,665,047   ",64.9,"106,920   ",2.8
2020-03-25,Michigan,26,2293,43,68572,1054,3,26.0,2020.0,"8,004,636   ","4,902,508   ",61.2,"4,693,677   ",58.6,"208,831   ",4.3
2020-03-25,Minnesota,27,289,1,68572,1054,3,27.0,2020.0,"4,447,716   ","3,094,328   ",69.6,"3,005,502   ",67.6,"88,826   ",2.9
2020-03-25,Mississippi,28,376,5,68572,1054,3,28.0,2020.0,"2,289,026   ","1,267,089   ",55.4,"1,202,803   ",52.5,"64,286   ",5.1
2020-03-25,Missouri,29,384,8,68572,1054,3,29.0,2020.0,"4,825,175   ","3,145,755   ",65.2,"3,024,168   ",62.7,"121,587   ",3.9
2020-03-25,Montana,30,65,0,68572,1054,3,30.0,2020.0,"856,099   ","538,777   ",62.9,"519,559   ",60.7,"19,218   ",3.6
2020-03-25,Nebraska,31,84,0,68572,1054,3,31.0,2020.0,"1,487,444   ","1,062,553   ",71.4,"1,019,925   ",68.6,"42,628   ",4.0
2020-03-25,Nevada,32,405,10,68572,1054,3,32.0,2020.0,"2,459,170   ","1,566,217   ",63.7,"1,458,457   ",59.3,"107,760   ",6.9
2020-03-25,New Hampshire,33,137,1,68572,1054,3,33.0,2020.0,"1,126,818   ","766,087   ",68.0,"747,979   ",66.4,"18,108   ",2.4
2020-03-25,New Jersey,34,4402,62,68572,1054,3,34.0,2020.0,"7,076,630   ","4,588,196   ",64.8,"4,419,828   ",62.5,"168,368   ",3.7
2020-03-25,New Mexico,35,113,1,68572,1054,3,35.0,2020.0,"1,646,275   ","968,682   ",58.8,"907,628   ",55.1,"61,054   ",6.3
2020-03-25,New York,36,33117,381,68572,1054,3,36.0,2020.0,"15,627,771   ","9,411,433   ",60.2,"9,022,695   ",57.7,"388,738   ",4.1
2020-03-25,North Carolina,37,562,1,68572,1054,3,37.0,2020.0,"8,317,909   ","4,971,240   ",59.8,"4,755,540   ",57.2,"215,700   ",4.3
2020-03-25,North Dakota,38,45,0,68572,1054,3,38.0,2020.0,"584,636   ","405,729   ",69.4,"397,604   ",68.0,"8,125   ",2.0
2020-03-25,Ohio,39,707,11,68572,1054,3,39.0,2020.0,"9,253,143   ","5,776,221   ",62.4,"5,441,767   ",58.8,"334,454   ",5.8
2020-03-25,Oklahoma,40,164,5,68572,1054,3,40.0,2020.0,"3,042,589   ","1,829,828   ",60.1,"1,776,101   ",58.4,"53,727   ",2.9
2020-03-25,Oregon,41,266,10,68572,1054,3,41.0,2020.0,"3,435,140   ","2,110,900   ",61.5,"2,038,010   ",59.3,"72,890   ",3.5
2020-03-25,Pennsylvania,42,1151,12,68572,1054,3,42.0,2020.0,"10,287,351   ","6,542,916   ",63.6,"6,163,426   ",59.9,"379,490   ",5.8
2020-03-25,Rhode Island,44,132,0,68572,1054,3,44.0,2020.0,"865,746   ","565,163   ",65.3,"538,703   ",62.2,"26,460   ",4.7
2020-03-25,South Carolina,45,425,8,68572,1054,3,45.0,2020.0,"4,106,624   ","2,405,171   ",58.6,"2,328,802   ",56.7,"76,369   ",3.2
2020-03-25,South Dakota,46,41,1,68572,1054,3,46.0,2020.0,"676,481   ","468,175   ",69.2,"453,878   ",67.1,"14,297   ",3.1
2020-03-25,Tennessee,47,806,3,68572,1054,3,47.0,2020.0,"5,419,586   ","3,375,134   ",62.3,"3,262,392   ",60.2,"112,742   ",3.3
2020-03-25,Texas,48,1132,13,68572,1054,3,48.0,2020.0,"22,183,325   ","14,004,479   ",63.1,"13,288,652   ",59.9,"715,827   ",5.1
2020-03-25,Utah,49,346,1,68572,1054,3,49.0,2020.0,"2,388,768   ","1,625,383   ",68.0,"1,562,935   ",65.4,"62,448   ",3.8
2020-03-25,Vermont,50,123,8,68572,1054,3,50.0,2020.0,"518,762   ","340,607   ",65.7,"330,084   ",63.6,"10,523   ",3.1
2020-03-25,Virginia,51,390,9,68572,1054,3,51.0,2020.0,"6,698,449   ","4,439,350   ",66.3,"4,294,056   ",64.1,"145,294   ",3.3
2020-03-25,Washington,53,2585,130,68572,1054,3,53.0,2020.0,"6,078,899   ","3,890,678   ",64.0,"3,692,118   ",60.7,"198,560   ",5.1
2020-03-25,West Virginia,54,51,0,68572,1054,3,54.0,2020.0,"1,441,638   ","823,300   ",57.1,"773,588   ",53.7,"49,712   ",6.0
2020-03-25,Wisconsin,55,623,7,68572,1054,3,55.0,2020.0,"4,649,248   ","3,088,813   ",66.4,"2,992,488   ",64.4,"96,325   ",3.1
2020-03-25,Wyoming,56,49,0,68572,1054,3,56.0,2020.0,"451,333   ","295,500   ",65.5,"284,302   ",63.0,"11,198   ",3.8
2020-03-26,Alabama,1,538,3,85570,1353,3,1.0,2020.0,"3,873,022   ","2,218,590   ",57.3,"2,151,586   ",55.6,"67,004   ",3.0
2020-03-26,Alaska,2,69,0,85570,1353,3,2.0,2020.0,"543,829   ","344,266   ",63.3,"326,251   ",60.0,"18,015   ",5.2
2020-03-26,Arizona,4,508,8,85570,1353,3,4.0,2020.0,"5,796,108   ","3,578,637   ",61.7,"3,359,486   ",58.0,"219,151   ",6.1
2020-03-26,Arkansas,5,350,3,85570,1353,3,5.0,2020.0,"2,350,195   ","1,386,469   ",59.0,"1,316,741   ",56.0,"69,728   ",5.0
2020-03-26,California,6,4060,83,85570,1353,3,6.0,2020.0,"31,191,183   ","19,167,967   ",61.5,"18,115,804   ",58.1,"1,052,163   ",5.5
2020-03-26,Colorado,8,1432,24,85570,1353,3,8.0,2020.0,"4,596,790   ","3,136,533   ",68.2,"2,972,506   ",64.7,"164,027   ",5.2
2020-03-26,Connecticut,9,1012,21,85570,1353,3,9.0,2020.0,"2,885,395   ","1,930,836   ",66.9,"1,865,216   ",64.6,"65,620   ",3.4
2020-03-26,Delaware,10,143,1,85570,1353,3,10.0,2020.0,"784,534   ","477,377   ",60.8,"453,613   ",57.8,"23,764   ",5.0
2020-03-26,District of Columbia,11,231,3,85570,1353,3,11.0,2020.0,"579,573   ","420,505   ",72.6,"395,074   ",68.2,"25,431   ",6.0
2020-03-26,Florida,12,2478,29,85570,1353,3,12.0,2020.0,"17,584,836   ","10,331,185   ",58.8,"9,873,877   ",56.1,"457,308   ",4.4
2020-03-26,Georgia,13,1641,56,85570,1353,3,13.0,2020.0,"8,269,251   ","5,156,973   ",62.4,"4,917,754   ",59.5,"239,219   ",4.6
2020-03-26,Hawaii,15,106,0,85570,1353,3,15.0,2020.0,"1,089,912   ","665,727   ",61.1,"649,770   ",59.6,"15,957   ",2.4
2020-03-26,Idaho,16,189,3,85570,1353,3,16.0,2020.0,"1,392,217   ","894,632   ",64.3,"872,658   ",62.7,"21,974   ",2.5
2020-03-26,Illinois,17,2538,26,85570,1353,3,17.0,2020.0,"9,986,511   ","6,294,250   ",63.0,"6,030,123   ",60.4,"264,127   ",4.2
2020-03-26,Indiana,18,661,23,85570,1353,3,18.0,2020.0,"5,272,532   ","3,277,678   ",62.2,"3,177,786   ",60.3,"99,892   ",3.0
2020-03-26,Iowa,19,179,1,85570,1353,3,19.0,2020.0,"2,473,740   ","1,722,018   ",69.6,"1,665,444   ",67.3,"56,574   ",3.3
2020-03-26,Kansas,20,173,3,85570,1353,3,20.0,2020.0,"2,233,807   ","1,508,551   ",67.5,"1,465,907   ",65.6,"42,644   ",2.8
2020-03-26,Kentucky,21,248,5,85570,1353,3,21.0,2020.0,"3,499,821   ","2,066,275   ",59.0,"1,958,322   ",56.0,"107,953   ",5.2
2020-03-26,Louisiana,22,2305,83,85570,1353,3,22.0,2020.0,"3,573,843   ","2,126,568   ",59.5,"1,984,927   ",55.5,"141,641   ",6.7
2020-03-26,Maine,23,155,0,85570,1353,3,23.0,2020.0,"1,114,409   ","695,329   ",62.4,"674,282   ",60.5,"21,047   ",3.0
2020-03-26,Maryland,24,581,4,85570,1353,3,24.0,2020.0,"4,769,850   ","3,284,708   ",68.9,"3,175,393   ",66.6,"109,315   ",3.3
2020-03-26,Massachusetts,25,2417,25,85570,1353,3,25.0,2020.0,"5,650,426   ","3,771,967   ",66.8,"3,665,047   ",64.9,"106,920   ",2.8
2020-03-26,Michigan,26,2877,63,85570,1353,3,26.0,2020.0,"8,004,636   ","4,902,508   ",61.2,"4,693,677   ",58.6,"208,831   ",4.3
2020-03-26,Minnesota,27,346,2,85570,1353,3,27.0,2020.0,"4,447,716   ","3,094,328   ",69.6,"3,005,502   ",67.6,"88,826   ",2.9
2020-03-26,Mississippi,28,486,6,85570,1353,3,28.0,2020.0,"2,289,026   ","1,267,089   ",55.4,"1,202,803   ",52.5,"64,286   ",5.1
2020-03-26,Missouri,29,508,8,85570,1353,3,29.0,2020.0,"4,825,175   ","3,145,755   ",65.2,"3,024,168   ",62.7,"121,587   ",3.9
2020-03-26,Montana,30,90,0,85570,1353,3,30.0,2020.0,"856,099   ","538,777   ",62.9,"519,559   ",60.7,"19,218   ",3.6
2020-03-26,Nebraska,31,91,0,85570,1353,3,31.0,2020.0,"1,487,444   ","1,062,553   ",71.4,"1,019,925   ",68.6,"42,628   ",4.0
2020-03-26,Nevada,32,535,10,85570,1353,3,32.0,2020.0,"2,459,170   ","1,566,217   ",63.7,"1,458,457   ",59.3,"107,760   ",6.9
2020-03-26,New Hampshire,33,158,1,85570,1353,3,33.0,2020.0,"1,126,818   ","766,087   ",68.0,"747,979   ",66.4,"18,108   ",2.4
2020-03-26,New Jersey,34,6876,82,85570,1353,3,34.0,2020.0,"7,076,630   ","4,588,196   ",64.8,"4,419,828   ",62.5,"168,368   ",3.7
2020-03-26,New Mexico,35,136,1,85570,1353,3,35.0,2020.0,"1,646,275   ","968,682   ",58.8,"907,628   ",55.1,"61,054   ",6.3
2020-03-26,New York,36,39058,502,85570,1353,3,36.0,2020.0,"15,627,771   ","9,411,433   ",60.2,"9,022,695   ",57.7,"388,738   ",4.1
2020-03-26,North Carolina,37,639,2,85570,1353,3,37.0,2020.0,"8,317,909   ","4,971,240   ",59.8,"4,755,540   ",57.2,"215,700   ",4.3
2020-03-26,North Dakota,38,58,0,85570,1353,3,38.0,2020.0,"584,636   ","405,729   ",69.4,"397,604   ",68.0,"8,125   ",2.0
2020-03-26,Ohio,39,867,15,85570,1353,3,39.0,2020.0,"9,253,143   ","5,776,221   ",62.4,"5,441,767   ",58.8,"334,454   ",5.8
2020-03-26,Oklahoma,40,248,7,85570,1353,3,40.0,2020.0,"3,042,589   ","1,829,828   ",60.1,"1,776,101   ",58.4,"53,727   ",2.9
2020-03-26,Oregon,41,316,11,85570,1353,3,41.0,2020.0,"3,435,140   ","2,110,900   ",61.5,"2,038,010   ",59.3,"72,890   ",3.5
2020-03-26,Pennsylvania,42,1690,16,85570,1353,3,42.0,2020.0,"10,287,351   ","6,542,916   ",63.6,"6,163,426   ",59.9,"379,490   ",5.8
2020-03-26,Rhode Island,44,165,0,85570,1353,3,44.0,2020.0,"865,746   ","565,163   ",65.3,"538,703   ",62.2,"26,460   ",4.7
2020-03-26,South Carolina,45,456,9,85570,1353,3,45.0,2020.0,"4,106,624   ","2,405,171   ",58.6,"2,328,802   ",56.7,"76,369   ",3.2
2020-03-26,South Dakota,46,46,1,85570,1353,3,46.0,2020.0,"676,481   ","468,175   ",69.2,"453,878   ",67.1,"14,297   ",3.1
2020-03-26,Tennessee,47,981,3,85570,1353,3,47.0,2020.0,"5,419,586   ","3,375,134   ",62.3,"3,262,392   ",60.2,"112,742   ",3.3
2020-03-26,Texas,48,1542,21,85570,1353,3,48.0,2020.0,"22,183,325   ","14,004,479   ",63.1,"13,288,652   ",59.9,"715,827   ",5.1
2020-03-26,Utah,49,402,1,85570,1353,3,49.0,2020.0,"2,388,768   ","1,625,383   ",68.0,"1,562,935   ",65.4,"62,448   ",3.8
2020-03-26,Vermont,50,158,9,85570,1353,3,50.0,2020.0,"518,762   ","340,607   ",65.7,"330,084   ",63.6,"10,523   ",3.1
2020-03-26,Virginia,51,603,14,85570,1353,3,51.0,2020.0,"6,698,449   ","4,439,350   ",66.3,"4,294,056   ",64.1,"145,294   ",3.3
2020-03-26,Washington,53,3208,152,85570,1353,3,53.0,2020.0,"6,078,899   ","3,890,678   ",64.0,"3,692,118   ",60.7,"198,560   ",5.1
2020-03-26,West Virginia,54,76,0,85570,1353,3,54.0,2020.0,"1,441,638   ","823,300   ",57.1,"773,588   ",53.7,"49,712   ",6.0
2020-03-26,Wisconsin,55,754,10,85570,1353,3,55.0,2020.0,"4,649,248   ","3,088,813   ",66.4,"2,992,488   ",64.4,"96,325   ",3.1
2020-03-26,Wyoming,56,56,0,85570,1353,3,56.0,2020.0,"451,333   ","295,500   ",65.5,"284,302   ",63.0,"11,198   ",3.8
2020-03-27,Alabama,1,639,4,102900,1770,3,1.0,2020.0,"3,873,022   ","2,218,590   ",57.3,"2,151,586   ",55.6,"67,004   ",3.0
2020-03-27,Alaska,2,85,1,102900,1770,3,2.0,2020.0,"543,829   ","344,266   ",63.3,"326,251   ",60.0,"18,015   ",5.2
2020-03-27,Arizona,4,665,15,102900,1770,3,4.0,2020.0,"5,796,108   ","3,578,637   ",61.7,"3,359,486   ",58.0,"219,151   ",6.1
2020-03-27,Arkansas,5,385,3,102900,1770,3,5.0,2020.0,"2,350,195   ","1,386,469   ",59.0,"1,316,741   ",56.0,"69,728   ",5.0
2020-03-27,California,6,4915,104,102900,1770,3,6.0,2020.0,"31,191,183   ","19,167,967   ",61.5,"18,115,804   ",58.1,"1,052,163   ",5.5
2020-03-27,Colorado,8,1735,31,102900,1770,3,8.0,2020.0,"4,596,790   ","3,136,533   ",68.2,"2,972,506   ",64.7,"164,027   ",5.2
2020-03-27,Connecticut,9,1291,27,102900,1770,3,9.0,2020.0,"2,885,395   ","1,930,836   ",66.9,"1,865,216   ",64.6,"65,620   ",3.4
2020-03-27,Delaware,10,165,2,102900,1770,3,10.0,2020.0,"784,534   ","477,377   ",60.8,"453,613   ",57.8,"23,764   ",5.0
2020-03-27,District of Columbia,11,267,3,102900,1770,3,11.0,2020.0,"579,573   ","420,505   ",72.6,"395,074   ",68.2,"25,431   ",6.0
2020-03-27,Florida,12,3198,46,102900,1770,3,12.0,2020.0,"17,584,836   ","10,331,185   ",58.8,"9,873,877   ",56.1,"457,308   ",4.4
2020-03-27,Georgia,13,2198,64,102900,1770,3,13.0,2020.0,"8,269,251   ","5,156,973   ",62.4,"4,917,754   ",59.5,"239,219   ",4.6
2020-03-27,Hawaii,15,120,0,102900,1770,3,15.0,2020.0,"1,089,912   ","665,727   ",61.1,"649,770   ",59.6,"15,957   ",2.4
2020-03-27,Idaho,16,232,4,102900,1770,3,16.0,2020.0,"1,392,217   ","894,632   ",64.3,"872,658   ",62.7,"21,974   ",2.5
2020-03-27,Illinois,17,3029,37,102900,1770,3,17.0,2020.0,"9,986,511   ","6,294,250   ",63.0,"6,030,123   ",60.4,"264,127   ",4.2
2020-03-27,Indiana,18,992,32,102900,1770,3,18.0,2020.0,"5,272,532   ","3,277,678   ",62.2,"3,177,786   ",60.3,"99,892   ",3.0
2020-03-27,Iowa,19,236,3,102900,1770,3,19.0,2020.0,"2,473,740   ","1,722,018   ",69.6,"1,665,444   ",67.3,"56,574   ",3.3
2020-03-27,Kansas,20,213,4,102900,1770,3,20.0,2020.0,"2,233,807   ","1,508,551   ",67.5,"1,465,907   ",65.6,"42,644   ",2.8
2020-03-27,Kentucky,21,302,8,102900,1770,3,21.0,2020.0,"3,499,821   ","2,066,275   ",59.0,"1,958,322   ",56.0,"107,953   ",5.2
2020-03-27,Louisiana,22,2746,119,102900,1770,3,22.0,2020.0,"3,573,843   ","2,126,568   ",59.5,"1,984,927   ",55.5,"141,641   ",6.7
2020-03-27,Maine,23,168,1,102900,1770,3,23.0,2020.0,"1,114,409   ","695,329   ",62.4,"674,282   ",60.5,"21,047   ",3.0
2020-03-27,Maryland,24,790,5,102900,1770,3,24.0,2020.0,"4,769,850   ","3,284,708   ",68.9,"3,175,393   ",66.6,"109,315   ",3.3
2020-03-27,Massachusetts,25,3240,35,102900,1770,3,25.0,2020.0,"5,650,426   ","3,771,967   ",66.8,"3,665,047   ",64.9,"106,920   ",2.8
2020-03-27,Michigan,26,3655,93,102900,1770,3,26.0,2020.0,"8,004,636   ","4,902,508   ",61.2,"4,693,677   ",58.6,"208,831   ",4.3
2020-03-27,Minnesota,27,398,4,102900,1770,3,27.0,2020.0,"4,447,716   ","3,094,328   ",69.6,"3,005,502   ",67.6,"88,826   ",2.9
2020-03-27,Mississippi,28,579,8,102900,1770,3,28.0,2020.0,"2,289,026   ","1,267,089   ",55.4,"1,202,803   ",52.5,"64,286   ",5.1
2020-03-27,Missouri,29,670,9,102900,1770,3,29.0,2020.0,"4,825,175   ","3,145,755   ",65.2,"3,024,168   ",62.7,"121,587   ",3.9
2020-03-27,Montana,30,121,1,102900,1770,3,30.0,2020.0,"856,099   ","538,777   ",62.9,"519,559   ",60.7,"19,218   ",3.6
2020-03-27,Nebraska,31,102,2,102900,1770,3,31.0,2020.0,"1,487,444   ","1,062,553   ",71.4,"1,019,925   ",68.6,"42,628   ",4.0
2020-03-27,Nevada,32,621,10,102900,1770,3,32.0,2020.0,"2,459,170   ","1,566,217   ",63.7,"1,458,457   ",59.3,"107,760   ",6.9
2020-03-27,New Hampshire,33,187,2,102900,1770,3,33.0,2020.0,"1,126,818   ","766,087   ",68.0,"747,979   ",66.4,"18,108   ",2.4
2020-03-27,New Jersey,34,8825,108,102900,1770,3,34.0,2020.0,"7,076,630   ","4,588,196   ",64.8,"4,419,828   ",62.5,"168,368   ",3.7
2020-03-27,New Mexico,35,191,1,102900,1770,3,35.0,2020.0,"1,646,275   ","968,682   ",58.8,"907,628   ",55.1,"61,054   ",6.3
2020-03-27,New York,36,44746,645,102900,1770,3,36.0,2020.0,"15,627,771   ","9,411,433   ",60.2,"9,022,695   ",57.7,"388,738   ",4.1
2020-03-27,North Carolina,37,784,3,102900,1770,3,37.0,2020.0,"8,317,909   ","4,971,240   ",59.8,"4,755,540   ",57.2,"215,700   ",4.3
2020-03-27,North Dakota,38,68,1,102900,1770,3,38.0,2020.0,"584,636   ","405,729   ",69.4,"397,604   ",68.0,"8,125   ",2.0
2020-03-27,Ohio,39,1144,22,102900,1770,3,39.0,2020.0,"9,253,143   ","5,776,221   ",62.4,"5,441,767   ",58.8,"334,454   ",5.8
2020-03-27,Oklahoma,40,322,8,102900,1770,3,40.0,2020.0,"3,042,589   ","1,829,828   ",60.1,"1,776,101   ",58.4,"53,727   ",2.9
2020-03-27,Oregon,41,415,12,102900,1770,3,41.0,2020.0,"3,435,140   ","2,110,900   ",61.5,"2,038,010   ",59.3,"72,890   ",3.5
2020-03-27,Pennsylvania,42,2217,23,102900,1770,3,42.0,2020.0,"10,287,351   ","6,542,916   ",63.6,"6,163,426   ",59.9,"379,490   ",5.8
2020-03-27,Rhode Island,44,203,0,102900,1770,3,44.0,2020.0,"865,746   ","565,163   ",65.3,"538,703   ",62.2,"26,460   ",4.7
2020-03-27,South Carolina,45,542,13,102900,1770,3,45.0,2020.0,"4,106,624   ","2,405,171   ",58.6,"2,328,802   ",56.7,"76,369   ",3.2
2020-03-27,South Dakota,46,58,1,102900,1770,3,46.0,2020.0,"676,481   ","468,175   ",69.2,"453,878   ",67.1,"14,297   ",3.1
2020-03-27,Tennessee,47,1180,6,102900,1770,3,47.0,2020.0,"5,419,586   ","3,375,134   ",62.3,"3,262,392   ",60.2,"112,742   ",3.3
2020-03-27,Texas,48,1971,25,102900,1770,3,48.0,2020.0,"22,183,325   ","14,004,479   ",63.1,"13,288,652   ",59.9,"715,827   ",5.1
2020-03-27,Utah,49,480,2,102900,1770,3,49.0,2020.0,"2,388,768   ","1,625,383   ",68.0,"1,562,935   ",65.4,"62,448   ",3.8
2020-03-27,Vermont,50,184,10,102900,1770,3,50.0,2020.0,"518,762   ","340,607   ",65.7,"330,084   ",63.6,"10,523   ",3.1
2020-03-27,Virginia,51,605,14,102900,1770,3,51.0,2020.0,"6,698,449   ","4,439,350   ",66.3,"4,294,056   ",64.1,"145,294   ",3.3
2020-03-27,Washington,53,3770,179,102900,1770,3,53.0,2020.0,"6,078,899   ","3,890,678   ",64.0,"3,692,118   ",60.7,"198,560   ",5.1
2020-03-27,West Virginia,54,96,0,102900,1770,3,54.0,2020.0,"1,441,638   ","823,300   ",57.1,"773,588   ",53.7,"49,712   ",6.0
2020-03-27,Wisconsin,55,930,16,102900,1770,3,55.0,2020.0,"4,649,248   ","3,088,813   ",66.4,"2,992,488   ",64.4,"96,325   ",3.1
2020-03-27,Wyoming,56,74,0,102900,1770,3,56.0,2020.0,"451,333   ","295,500   ",65.5,"284,302   ",63.0,"11,198   ",3.8
2020-03-28,Alabama,1,720,4,123966,2300,3,1.0,2020.0,"3,873,022   ","2,218,590   ",57.3,"2,151,586   ",55.6,"67,004   ",3.0
2020-03-28,Alaska,2,102,1,123966,2300,3,2.0,2020.0,"543,829   ","344,266   ",63.3,"326,251   ",60.0,"18,015   ",5.2
2020-03-28,Arizona,4,773,15,123966,2300,3,4.0,2020.0,"5,796,108   ","3,578,637   ",61.7,"3,359,486   ",58.0,"219,151   ",6.1
2020-03-28,Arkansas,5,409,5,123966,2300,3,5.0,2020.0,"2,350,195   ","1,386,469   ",59.0,"1,316,741   ",56.0,"69,728   ",5.0
2020-03-28,California,6,5566,122,123966,2300,3,6.0,2020.0,"31,191,183   ","19,167,967   ",61.5,"18,115,804   ",58.1,"1,052,163   ",5.5
2020-03-28,Colorado,8,2061,44,123966,2300,3,8.0,2020.0,"4,596,790   ","3,136,533   ",68.2,"2,972,506   ",64.7,"164,027   ",5.2
2020-03-28,Connecticut,9,1524,33,123966,2300,3,9.0,2020.0,"2,885,395   ","1,930,836   ",66.9,"1,865,216   ",64.6,"65,620   ",3.4
2020-03-28,Delaware,10,214,5,123966,2300,3,10.0,2020.0,"784,534   ","477,377   ",60.8,"453,613   ",57.8,"23,764   ",5.0
2020-03-28,District of Columbia,11,304,4,123966,2300,3,11.0,2020.0,"579,573   ","420,505   ",72.6,"395,074   ",68.2,"25,431   ",6.0
2020-03-28,Florida,12,4038,56,123966,2300,3,12.0,2020.0,"17,584,836   ","10,331,185   ",58.8,"9,873,877   ",56.1,"457,308   ",4.4
2020-03-28,Georgia,13,2447,79,123966,2300,3,13.0,2020.0,"8,269,251   ","5,156,973   ",62.4,"4,917,754   ",59.5,"239,219   ",4.6
2020-03-28,Hawaii,15,151,0,123966,2300,3,15.0,2020.0,"1,089,912   ","665,727   ",61.1,"649,770   ",59.6,"15,957   ",2.4
2020-03-28,Idaho,16,262,5,123966,2300,3,16.0,2020.0,"1,392,217   ","894,632   ",64.3,"872,658   ",62.7,"21,974   ",2.5
