date,state,fips,cases_state,deaths_state,cases_national,deaths_national,month,FIPS Code,Year,Civilian non-institutional population,Labor_Force_Total,Labor_Force_Percent_of_Population,Employment_Labor_Force,Employment_Percent_of_Population,Unemployment_Total,Unemployment_Rate
2020-01-21,Washington,53,1,0,1,0,1,53.0,2020.0,"6,066,011   ","3,955,240   ",65.2,"3,799,772   ",62.6,"155,468   ",3.9
2020-01-22,Washington,53,1,0,1,0,1,53.0,2020.0,"6,066,011   ","3,955,240   ",65.2,"3,799,772   ",62.6,"155,468   ",3.9
2020-01-23,Washington,53,1,0,1,0,1,53.0,2020.0,"6,066,011   ","3,955,240   ",65.2,"3,799,772   ",62.6,"155,468   ",3.9
2020-01-24,Illinois,17,1,0,2,0,1,17.0,2020.0,"9,991,645   ","6,417,226   ",64.2,"6,189,437   ",61.9,"227,789   ",3.5
2020-01-24,Washington,53,1,0,2,0,1,53.0,2020.0,"6,066,011   ","3,955,240   ",65.2,"3,799,772   ",62.6,"155,468   ",3.9
2020-01-25,California,6,1,0,3,0,1,6.0,2020.0,"31,176,732   ","19,509,644   ",62.6,"18,756,375   ",60.2,"753,269   ",3.9
2020-01-25,Illinois,17,1,0,3,0,1,17.0,2020.0,"9,991,645   ","6,417,226   ",64.2,"6,189,437   ",61.9,"227,789   ",3.5
2020-01-25,Washington,53,1,0,3,0,1,53.0,2020.0,"6,066,011   ","3,955,240   ",65.2,"3,799,772   ",62.6,"155,468   ",3.9
2020-01-26,Arizona,4,1,0,5,0,1,4.0,2020.0,"5,777,677   ","3,604,805   ",62.4,"3,442,732   ",59.6,"162,073   ",4.5
2020-01-26,California,6,2,0,5,0,1,6.0,2020.0,"31,176,732   ","19,509,644   ",62.6,"18,756,375   ",60.2,"753,269   ",3.9
2020-01-26,Illinois,17,1,0,5,0,1,17.0,2020.0,"9,991,645   ","6,417,226   ",64.2,"6,189,437   ",61.9,"227,789   ",3.5
2020-01-26,Washington,53,1,0,5,0,1,53.0,2020.0,"6,066,011   ","3,955,240   ",65.2,"3,799,772   ",62.6,"155,468   ",3.9
2020-01-27,Arizona,4,1,0,5,0,1,4.0,2020.0,"5,777,677   ","3,604,805   ",62.4,"3,442,732   ",59.6,"162,073   ",4.5
2020-01-27,California,6,2,0,5,0,1,6.0,2020.0,"31,176,732   ","19,509,644   ",62.6,"18,756,375   ",60.2,"753,269   ",3.9
2020-01-27,Illinois,17,1,0,5,0,1,17.0,2020.0,"9,991,645   ","6,417,226   ",64.2,"6,189,437   ",61.9,"227,789   ",3.5
2020-01-27,Washington,53,1,0,5,0,1,53.0,2020.0,"6,066,011   ","3,955,240   ",65.2,"3,799,772   ",62.6,"155,468   ",3.9
2020-01-28,Arizona,4,1,0,5,0,1,4.0,2020.0,"5,777,677   ","3,604,805   ",62.4,"3,442,732   ",59.6,"162,073   ",4.5
2020-01-28,California,6,2,0,5,0,1,6.0,2020.0,"31,176,732   ","19,509,644   ",62.6,"18,756,375   ",60.2,"753,269   ",3.9
2020-01-28,Illinois,17,1,0,5,0,1,17.0,2020.0,"9,991,645   ","6,417,226   ",64.2,"6,189,437   ",61.9,"227,789   ",3.5
2020-01-28,Washington,53,1,0,5,0,1,53.0,2020.0,"6,066,011   ","3,955,240   ",65.2,"3,799,772   ",62.6,"155,468   ",3.9
2020-01-29,Arizona,4,1,0,5,0,1,4.0,2020.0,"5,777,677   ","3,604,805   ",62.4,"3,442,732   ",59.6,"162,073   ",4.5
2020-01-29,California,6,2,0,5,0,1,6.0,2020.0,"31,176,732   ","19,509,644   ",62.6,"18,756,375   ",60.2,"753,269   ",3.9
2020-01-29,Illinois,17,1,0,5,0,1,17.0,2020.0,"9,991,645   ","6,417,226   ",64.2,"6,189,437   ",61.9,"227,789   ",3.5
2020-01-29,Washington,53,1,0,5,0,1,53.0,2020.0,"6,066,011   ","3,955,240   ",65.2,"3,799,772   ",62.6,"155,468   ",3.9
2020-01-30,Arizona,4,1,0,6,0,1,4.0,2020.0,"5,777,677   ","3,604,805   ",62.4,"3,442,732   ",59.6,"162,073   ",4.5
2020-01-30,California,6,2,0,6,0,1,6.0,2020.0,"31,176,732   ","19,509,644   ",62.6,"18,756,375   ",60.2,"753,269   ",3.9
2020-01-30,Illinois,17,2,0,6,0,1,17.0,2020.0,"9,991,645   ","6,417,226   ",64.2,"6,189,437   ",61.9,"227,789   ",3.5
2020-01-30,Washington,53,1,0,6,0,1,53.0,2020.0,"6,066,011   ","3,955,240   ",65.2,"3,799,772   ",62.6,"155,468   ",3.9
2020-01-31,Arizona,4,1,0,7,0,1,4.0,2020.0,"5,777,677   ","3,604,805   ",62.4,"3,442,732   ",59.6,"162,073   ",4.5
2020-01-31,California,6,3,0,7,0,1,6.0,2020.0,"31,176,732   ","19,509,644   ",62.6,"18,756,375   ",60.2,"753,269   ",3.9
2020-01-31,Illinois,17,2,0,7,0,1,17.0,2020.0,"9,991,645   ","6,417,226   ",64.2,"6,189,437   ",61.9,"227,789   ",3.5
2020-01-31,Washington,53,1,0,7,0,1,53.0,2020.0,"6,066,011   ","3,955,240   ",65.2,"3,799,772   ",62.6,"155,468   ",3.9
2020-02-01,Arizona,4,1,0,8,0,2,4.0,2020.0,"5,786,902   ","3,613,043   ",62.4,"3,451,805   ",59.6,"161,238   ",4.5
2020-02-01,California,6,3,0,8,0,2,6.0,2020.0,"31,184,208   ","19,516,042   ",62.6,"18,756,714   ",60.1,"759,328   ",3.9
2020-02-01,Illinois,17,2,0,8,0,2,17.0,2020.0,"9,988,984   ","6,398,665   ",64.1,"6,179,880   ",61.9,"218,785   ",3.4
2020-02-01,Massachusetts,25,1,0,8,0,2,25.0,2020.0,"5,648,931   ","3,834,827   ",67.9,"3,728,255   ",66.0,"106,572   ",2.8
2020-02-01,Washington,53,1,0,8,0,2,53.0,2020.0,"6,072,437   ","3,962,518   ",65.3,"3,810,985   ",62.8,"151,533   ",3.8
2020-02-02,Arizona,4,1,0,11,0,2,4.0,2020.0,"5,786,902   ","3,613,043   ",62.4,"3,451,805   ",59.6,"161,238   ",4.5
2020-02-02,California,6,6,0,11,0,2,6.0,2020.0,"31,184,208   ","19,516,042   ",62.6,"18,756,714   ",60.1,"759,328   ",3.9
2020-02-02,Illinois,17,2,0,11,0,2,17.0,2020.0,"9,988,984   ","6,398,665   ",64.1,"6,179,880   ",61.9,"218,785   ",3.4
2020-02-02,Massachusetts,25,1,0,11,0,2,25.0,2020.0,"5,648,931   ","3,834,827   ",67.9,"3,728,255   ",66.0,"106,572   ",2.8
2020-02-02,Washington,53,1,0,11,0,2,53.0,2020.0,"6,072,437   ","3,962,518   ",65.3,"3,810,985   ",62.8,"151,533   ",3.8
2020-02-03,Arizona,4,1,0,11,0,2,4.0,2020.0,"5,786,902   ","3,613,043   ",62.4,"3,451,805   ",59.6,"161,238   ",4.5
2020-02-03,California,6,6,0,11,0,2,6.0,2020.0,"31,184,208   ","19,516,042   ",62.6,"18,756,714   ",60.1,"759,328   ",3.9
2020-02-03,Illinois,17,2,0,11,0,2,17.0,2020.0,"9,988,984   ","6,398,665   ",64.1,"6,179,880   ",61.9,"218,785   ",3.4
2020-02-03,Massachusetts,25,1,0,11,0,2,25.0,2020.0,"5,648,931   ","3,834,827   ",67.9,"3,728,255   ",66.0,"106,572   ",2.8
2020-02-03,Washington,53,1,0,11,0,2,53.0,2020.0,"6,072,437   ","3,962,518   ",65.3,"3,810,985   ",62.8,"151,533   ",3.8
2020-02-04,Arizona,4,1,0,11,0,2,4.0,2020.0,"5,786,902   ","3,613,043   ",62.4,"3,451,805   ",59.6,"161,238   ",4.5
2020-02-04,California,6,6,0,11,0,2,6.0,2020.0,"31,184,208   ","19,516,042   ",62.6,"18,756,714   ",60.1,"759,328   ",3.9
2020-02-04,Illinois,17,2,0,11,0,2,17.0,2020.0,"9,988,984   ","6,398,665   ",64.1,"6,179,880   ",61.9,"218,785   ",3.4
2020-02-04,Massachusetts,25,1,0,11,0,2,25.0,2020.0,"5,648,931   ","3,834,827   ",67.9,"3,728,255   ",66.0,"106,572   ",2.8
2020-02-04,Washington,53,1,0,11,0,2,53.0,2020.0,"6,072,437   ","3,962,518   ",65.3,"3,810,985   ",62.8,"151,533   ",3.8
2020-02-05,Arizona,4,1,0,12,0,2,4.0,2020.0,"5,786,902   ","3,613,043   ",62.4,"3,451,805   ",59.6,"161,238   ",4.5
2020-02-05,California,6,6,0,12,0,2,6.0,2020.0,"31,184,208   ","19,516,042   ",62.6,"18,756,714   ",60.1,"759,328   ",3.9
2020-02-05,Illinois,17,2,0,12,0,2,17.0,2020.0,"9,988,984   ","6,398,665   ",64.1,"6,179,880   ",61.9,"218,785   ",3.4
2020-02-05,Massachusetts,25,1,0,12,0,2,25.0,2020.0,"5,648,931   ","3,834,827   ",67.9,"3,728,255   ",66.0,"106,572   ",2.8
2020-02-05,Washington,53,1,0,12,0,2,53.0,2020.0,"6,072,437   ","3,962,518   ",65.3,"3,810,985   ",62.8,"151,533   ",3.8
2020-02-05,Wisconsin,55,1,0,12,0,2,55.0,2020.0,"4,647,678   ","3,108,814   ",66.9,"2,999,939   ",64.5,"108,875   ",3.5
2020-02-06,Arizona,4,1,0,12,0,2,4.0,2020.0,"5,786,902   ","3,613,043   ",62.4,"3,451,805   ",59.6,"161,238   ",4.5
2020-02-06,California,6,6,0,12,0,2,6.0,2020.0,"31,184,208   ","19,516,042   ",62.6,"18,756,714   ",60.1,"759,328   ",3.9
2020-02-06,Illinois,17,2,0,12,0,2,17.0,2020.0,"9,988,984   ","6,398,665   ",64.1,"6,179,880   ",61.9,"218,785   ",3.4
2020-02-06,Massachusetts,25,1,0,12,0,2,25.0,2020.0,"5,648,931   ","3,834,827   ",67.9,"3,728,255   ",66.0,"106,572   ",2.8
2020-02-06,Washington,53,1,0,12,0,2,53.0,2020.0,"6,072,437   ","3,962,518   ",65.3,"3,810,985   ",62.8,"151,533   ",3.8
2020-02-06,Wisconsin,55,1,0,12,0,2,55.0,2020.0,"4,647,678   ","3,108,814   ",66.9,"2,999,939   ",64.5,"108,875   ",3.5
2020-02-07,Arizona,4,1,0,12,0,2,4.0,2020.0,"5,786,902   ","3,613,043   ",62.4,"3,451,805   ",59.6,"161,238   ",4.5
2020-02-07,California,6,6,0,12,0,2,6.0,2020.0,"31,184,208   ","19,516,042   ",62.6,"18,756,714   ",60.1,"759,328   ",3.9
2020-02-07,Illinois,17,2,0,12,0,2,17.0,2020.0,"9,988,984   ","6,398,665   ",64.1,"6,179,880   ",61.9,"218,785   ",3.4
2020-02-07,Massachusetts,25,1,0,12,0,2,25.0,2020.0,"5,648,931   ","3,834,827   ",67.9,"3,728,255   ",66.0,"106,572   ",2.8
2020-02-07,Washington,53,1,0,12,0,2,53.0,2020.0,"6,072,437   ","3,962,518   ",65.3,"3,810,985   ",62.8,"151,533   ",3.8
2020-02-07,Wisconsin,55,1,0,12,0,2,55.0,2020.0,"4,647,678   ","3,108,814   ",66.9,"2,999,939   ",64.5,"108,875   ",3.5
2020-02-08,Arizona,4,1,0,12,0,2,4.0,2020.0,"5,786,902   ","3,613,043   ",62.4,"3,451,805   ",59.6,"161,238   ",4.5
2020-02-08,California,6,6,0,12,0,2,6.0,2020.0,"31,184,208   ","19,516,042   ",62.6,"18,756,714   ",60.1,"759,328   ",3.9
2020-02-08,Illinois,17,2,0,12,0,2,17.0,2020.0,"9,988,984   ","6,398,665   ",64.1,"6,179,880   ",61.9,"218,785   ",3.4
2020-02-08,Massachusetts,25,1,0,12,0,2,25.0,2020.0,"5,648,931   ","3,834,827   ",67.9,"3,728,255   ",66.0,"106,572   ",2.8
2020-02-08,Washington,53,1,0,12,0,2,53.0,2020.0,"6,072,437   ","3,962,518   ",65.3,"3,810,985   ",62.8,"151,533   ",3.8
2020-02-08,Wisconsin,55,1,0,12,0,2,55.0,2020.0,"4,647,678   ","3,108,814   ",66.9,"2,999,939   ",64.5,"108,875   ",3.5
2020-02-09,Arizona,4,1,0,12,0,2,4.0,2020.0,"5,786,902   ","3,613,043   ",62.4,"3,451,805   ",59.6,"161,238   ",4.5
2020-02-09,California,6,6,0,12,0,2,6.0,2020.0,"31,184,208   ","19,516,042   ",62.6,"18,756,714   ",60.1,"759,328   ",3.9
2020-02-09,Illinois,17,2,0,12,0,2,17.0,2020.0,"9,988,984   ","6,398,665   ",64.1,"6,179,880   ",61.9,"218,785   ",3.4
2020-02-09,Massachusetts,25,1,0,12,0,2,25.0,2020.0,"5,648,931   ","3,834,827   ",67.9,"3,728,255   ",66.0,"106,572   ",2.8
2020-02-09,Washington,53,1,0,12,0,2,53.0,2020.0,"6,072,437   ","3,962,518   ",65.3,"3,810,985   ",62.8,"151,533   ",3.8
2020-02-09,Wisconsin,55,1,0,12,0,2,55.0,2020.0,"4,647,678   ","3,108,814   ",66.9,"2,999,939   ",64.5,"108,875   ",3.5
2020-02-10,Arizona,4,1,0,13,0,2,4.0,2020.0,"5,786,902   ","3,613,043   ",62.4,"3,451,805   ",59.6,"161,238   ",4.5
2020-02-10,California,6,7,0,13,0,2,6.0,2020.0,"31,184,208   ","19,516,042   ",62.6,"18,756,714   ",60.1,"759,328   ",3.9
2020-02-10,Illinois,17,2,0,13,0,2,17.0,2020.0,"9,988,984   ","6,398,665   ",64.1,"6,179,880   ",61.9,"218,785   ",3.4
2020-02-10,Massachusetts,25,1,0,13,0,2,25.0,2020.0,"5,648,931   ","3,834,827   ",67.9,"3,728,255   ",66.0,"106,572   ",2.8
2020-02-10,Washington,53,1,0,13,0,2,53.0,2020.0,"6,072,437   ","3,962,518   ",65.3,"3,810,985   ",62.8,"151,533   ",3.8
2020-02-10,Wisconsin,55,1,0,13,0,2,55.0,2020.0,"4,647,678   ","3,108,814   ",66.9,"2,999,939   ",64.5,"108,875   ",3.5
2020-02-11,Arizona,4,1,0,13,0,2,4.0,2020.0,"5,786,902   ","3,613,043   ",62.4,"3,451,805   ",59.6,"161,238   ",4.5
2020-02-11,California,6,7,0,13,0,2,6.0,2020.0,"31,184,208   ","19,516,042   ",62.6,"18,756,714   ",60.1,"759,328   ",3.9
2020-02-11,Illinois,17,2,0,13,0,2,17.0,2020.0,"9,988,984   ","6,398,665   ",64.1,"6,179,880   ",61.9,"218,785   ",3.4
2020-02-11,Massachusetts,25,1,0,13,0,2,25.0,2020.0,"5,648,931   ","3,834,827   ",67.9,"3,728,255   ",66.0,"106,572   ",2.8
2020-02-11,Washington,53,1,0,13,0,2,53.0,2020.0,"6,072,437   ","3,962,518   ",65.3,"3,810,985   ",62.8,"151,533   ",3.8
2020-02-11,Wisconsin,55,1,0,13,0,2,55.0,2020.0,"4,647,678   ","3,108,814   ",66.9,"2,999,939   ",64.5,"108,875   ",3.5
2020-02-12,Arizona,4,1,0,14,0,2,4.0,2020.0,"5,786,902   ","3,613,043   ",62.4,"3,451,805   ",59.6,"161,238   ",4.5
2020-02-12,California,6,7,0,14,0,2,6.0,2020.0,"31,184,208   ","19,516,042   ",62.6,"18,756,714   ",60.1,"759,328   ",3.9
2020-02-12,Illinois,17,2,0,14,0,2,17.0,2020.0,"9,988,984   ","6,398,665   ",64.1,"6,179,880   ",61.9,"218,785   ",3.4
2020-02-12,Massachusetts,25,1,0,14,0,2,25.0,2020.0,"5,648,931   ","3,834,827   ",67.9,"3,728,255   ",66.0,"106,572   ",2.8
2020-02-12,Texas,48,1,0,14,0,2,48.0,2020.0,"22,155,850   ","14,199,564   ",64.1,"13,707,110   ",61.9,"492,454   ",3.5
2020-02-12,Washington,53,1,0,14,0,2,53.0,2020.0,"6,072,437   ","3,962,518   ",65.3,"3,810,985   ",62.8,"151,533   ",3.8
2020-02-12,Wisconsin,55,1,0,14,0,2,55.0,2020.0,"4,647,678   ","3,108,814   ",66.9,"2,999,939   ",64.5,"108,875   ",3.5
2020-02-13,Arizona,4,1,0,15,0,2,4.0,2020.0,"5,786,902   ","3,613,043   ",62.4,"3,451,805   ",59.6,"161,238   ",4.5
2020-02-13,California,6,7,0,15,0,2,6.0,2020.0,"31,184,208   ","19,516,042   ",62.6,"18,756,714   ",60.1,"759,328   ",3.9
2020-02-13,Illinois,17,2,0,15,0,2,17.0,2020.0,"9,988,984   ","6,398,665   ",64.1,"6,179,880   ",61.9,"218,785   ",3.4
2020-02-13,Massachusetts,25,1,0,15,0,2,25.0,2020.0,"5,648,931   ","3,834,827   ",67.9,"3,728,255   ",66.0,"106,572   ",2.8
2020-02-13,Texas,48,2,0,15,0,2,48.0,2020.0,"22,155,850   ","14,199,564   ",64.1,"13,707,110   ",61.9,"492,454   ",3.5
2020-02-13,Washington,53,1,0,15,0,2,53.0,2020.0,"6,072,437   ","3,962,518   ",65.3,"3,810,985   ",62.8,"151,533   ",3.8
2020-02-13,Wisconsin,55,1,0,15,0,2,55.0,2020.0,"4,647,678   ","3,108,814   ",66.9,"2,999,939   ",64.5,"108,875   ",3.5
2020-02-14,Arizona,4,1,0,15,0,2,4.0,2020.0,"5,786,902   ","3,613,043   ",62.4,"3,451,805   ",59.6,"161,238   ",4.5
2020-02-14,California,6,7,0,15,0,2,6.0,2020.0,"31,184,208   ","19,516,042   ",62.6,"18,756,714   ",60.1,"759,328   ",3.9
2020-02-14,Illinois,17,2,0,15,0,2,17.0,2020.0,"9,988,984   ","6,398,665   ",64.1,"6,179,880   ",61.9,"218,785   ",3.4
2020-02-14,Massachusetts,25,1,0,15,0,2,25.0,2020.0,"5,648,931   ","3,834,827   ",67.9,"3,728,255   ",66.0,"106,572   ",2.8
2020-02-14,Texas,48,2,0,15,0,2,48.0,2020.0,"22,155,850   ","14,199,564   ",64.1,"13,707,110   ",61.9,"492,454   ",3.5
2020-02-14,Washington,53,1,0,15,0,2,53.0,2020.0,"6,072,437   ","3,962,518   ",65.3,"3,810,985   ",62.8,"151,533   ",3.8
2020-02-14,Wisconsin,55,1,0,15,0,2,55.0,2020.0,"4,647,678   ","3,108,814   ",66.9,"2,999,939   ",64.5,"108,875   ",3.5
2020-02-15,Arizona,4,1,0,15,0,2,4.0,2020.0,"5,786,902   ","3,613,043   ",62.4,"3,451,805   ",59.6,"161,238   ",4.5
2020-02-15,California,6,7,0,15,0,2,6.0,2020.0,"31,184,208   ","19,516,042   ",62.6,"18,756,714   ",60.1,"759,328   ",3.9
2020-02-15,Illinois,17,2,0,15,0,2,17.0,2020.0,"9,988,984   ","6,398,665   ",64.1,"6,179,880   ",61.9,"218,785   ",3.4
2020-02-15,Massachusetts,25,1,0,15,0,2,25.0,2020.0,"5,648,931   ","3,834,827   ",67.9,"3,728,255   ",66.0,"106,572   ",2.8
2020-02-15,Texas,48,2,0,15,0,2,48.0,2020.0,"22,155,850   ","14,199,564   ",64.1,"13,707,110   ",61.9,"492,454   ",3.5
2020-02-15,Washington,53,1,0,15,0,2,53.0,2020.0,"6,072,437   ","3,962,518   ",65.3,"3,810,985   ",62.8,"151,533   ",3.8
2020-02-15,Wisconsin,55,1,0,15,0,2,55.0,2020.0,"4,647,678   ","3,108,814   ",66.9,"2,999,939   ",64.5,"108,875   ",3.5
2020-02-16,Arizona,4,1,0,15,0,2,4.0,2020.0,"5,786,902   ","3,613,043   ",62.4,"3,451,805   ",59.6,"161,238   ",4.5
2020-02-16,California,6,7,0,15,0,2,6.0,2020.0,"31,184,208   ","19,516,042   ",62.6,"18,756,714   ",60.1,"759,328   ",3.9
2020-02-16,Illinois,17,2,0,15,0,2,17.0,2020.0,"9,988,984   ","6,398,665   ",64.1,"6,179,880   ",61.9,"218,785   ",3.4
2020-02-16,Massachusetts,25,1,0,15,0,2,25.0,2020.0,"5,648,931   ","3,834,827   ",67.9,"3,728,255   ",66.0,"106,572   ",2.8
2020-02-16,Texas,48,2,0,15,0,2,48.0,2020.0,"22,155,850   ","14,199,564   ",64.1,"13,707,110   ",61.9,"492,454   ",3.5
2020-02-16,Washington,53,1,0,15,0,2,53.0,2020.0,"6,072,437   ","3,962,518   ",65.3,"3,810,985   ",62.8,"151,533   ",3.8
2020-02-16,Wisconsin,55,1,0,15,0,2,55.0,2020.0,"4,647,678   ","3,108,814   ",66.9,"2,999,939   ",64.5,"108,875   ",3.5
2020-02-17,Arizona,4,1,0,25,0,2,4.0,2020.0,"5,786,902   ","3,613,043   ",62.4,"3,451,805   ",59.6,"161,238   ",4.5
2020-02-17,California,6,7,0,25,0,2,6.0,2020.0,"31,184,208   ","19,516,042   ",62.6,"18,756,714   ",60.1,"759,328   ",3.9
2020-02-17,Illinois,17,2,0,25,0,2,17.0,2020.0,"9,988,984   ","6,398,665   ",64.1,"6,179,880   ",61.9,"218,785   ",3.4
2020-02-17,Massachusetts,25,1,0,25,0,2,25.0,2020.0,"5,648,931   ","3,834,827   ",67.9,"3,728,255   ",66.0,"106,572   ",2.8
2020-02-17,Nebraska,31,10,0,25,0,2,31.0,2020.0,"1,486,762   ","1,042,449   ",70.1,"1,012,433   ",68.1,"30,016   ",2.9
2020-02-17,Texas,48,2,0,25,0,2,48.0,2020.0,"22,155,850   ","14,199,564   ",64.1,"13,707,110   ",61.9,"492,454   ",3.5
2020-02-17,Washington,53,1,0,25,0,2,53.0,2020.0,"6,072,437   ","3,962,518   ",65.3,"3,810,985   ",62.8,"151,533   ",3.8
2020-02-17,Wisconsin,55,1,0,25,0,2,55.0,2020.0,"4,647,678   ","3,108,814   ",66.9,"2,999,939   ",64.5,"108,875   ",3.5
2020-02-18,Arizona,4,1,0,25,0,2,4.0,2020.0,"5,786,902   ","3,613,043   ",62.4,"3,451,805   ",59.6,"161,238   ",4.5
2020-02-18,California,6,7,0,25,0,2,6.0,2020.0,"31,184,208   ","19,516,042   ",62.6,"18,756,714   ",60.1,"759,328   ",3.9
2020-02-18,Illinois,17,2,0,25,0,2,17.0,2020.0,"9,988,984   ","6,398,665   ",64.1,"6,179,880   ",61.9,"218,785   ",3.4
2020-02-18,Massachusetts,25,1,0,25,0,2,25.0,2020.0,"5,648,931   ","3,834,827   ",67.9,"3,728,255   ",66.0,"106,572   ",2.8
2020-02-18,Nebraska,31,10,0,25,0,2,31.0,2020.0,"1,486,762   ","1,042,449   ",70.1,"1,012,433   ",68.1,"30,016   ",2.9
2020-02-18,Texas,48,2,0,25,0,2,48.0,2020.0,"22,155,850   ","14,199,564   ",64.1,"13,707,110   ",61.9,"492,454   ",3.5
2020-02-18,Washington,53,1,0,25,0,2,53.0,2020.0,"6,072,437   ","3,962,518   ",65.3,"3,810,985   ",62.8,"151,533   ",3.8
2020-02-18,Wisconsin,55,1,0,25,0,2,55.0,2020.0,"4,647,678   ","3,108,814   ",66.9,"2,999,939   ",64.5,"108,875   ",3.5
2020-02-19,Arizona,4,1,0,25,0,2,4.0,2020.0,"5,786,902   ","3,613,043   ",62.4,"3,451,805   ",59.6,"161,238   ",4.5
2020-02-19,California,6,7,0,25,0,2,6.0,2020.0,"31,184,208   ","19,516,042   ",62.6,"18,756,714   ",60.1,"759,328   ",3.9
2020-02-19,Illinois,17,2,0,25,0,2,17.0,2020.0,"9,988,984   ","6,398,665   ",64.1,"6,179,880   ",61.9,"218,785   ",3.4
2020-02-19,Massachusetts,25,1,0,25,0,2,25.0,2020.0,"5,648,931   ","3,834,827   ",67.9,"3,728,255   ",66.0,"106,572   ",2.8
2020-02-19,Nebraska,31,10,0,25,0,2,31.0,2020.0,"1,486,762   ","1,042,449   ",70.1,"1,012,433   ",68.1,"30,016   ",2.9
2020-02-19,Texas,48,2,0,25,0,2,48.0,2020.0,"22,155,850   ","14,199,564   ",64.1,"13,707,110   ",61.9,"492,454   ",3.5
2020-02-19,Washington,53,1,0,25,0,2,53.0,2020.0,"6,072,437   ","3,962,518   ",65.3,"3,810,985   ",62.8,"151,533   ",3.8
2020-02-19,Wisconsin,55,1,0,25,0,2,55.0,2020.0,"4,647,678   ","3,108,814   ",66.9,"2,999,939   ",64.5,"108,875   ",3.5
2020-02-20,Arizona,4,1,0,27,0,2,4.0,2020.0,"5,786,902   ","3,613,043   ",62.4,"3,451,805   ",59.6,"161,238   ",4.5
2020-02-20,California,6,8,0,27,0,2,6.0,2020.0,"31,184,208   ","19,516,042   ",62.6,"18,756,714   ",60.1,"759,328   ",3.9
2020-02-20,Illinois,17,2,0,27,0,2,17.0,2020.0,"9,988,984   ","6,398,665   ",64.1,"6,179,880   ",61.9,"218,785   ",3.4
2020-02-20,Massachusetts,25,1,0,27,0,2,25.0,2020.0,"5,648,931   ","3,834,827   ",67.9,"3,728,255   ",66.0,"106,572   ",2.8
2020-02-20,Nebraska,31,11,0,27,0,2,31.0,2020.0,"1,486,762   ","1,042,449   ",70.1,"1,012,433   ",68.1,"30,016   ",2.9
2020-02-20,Texas,48,2,0,27,0,2,48.0,2020.0,"22,155,850   ","14,199,564   ",64.1,"13,707,110   ",61.9,"492,454   ",3.5
2020-02-20,Washington,53,1,0,27,0,2,53.0,2020.0,"6,072,437   ","3,962,518   ",65.3,"3,810,985   ",62.8,"151,533   ",3.8
2020-02-20,Wisconsin,55,1,0,27,0,2,55.0,2020.0,"4,647,678   ","3,108,814   ",66.9,"2,999,939   ",64.5,"108,875   ",3.5
2020-02-21,Arizona,4,1,0,30,0,2,4.0,2020.0,"5,786,902   ","3,613,043   ",62.4,"3,451,805   ",59.6,"161,238   ",4.5
2020-02-21,California,6,9,0,30,0,2,6.0,2020.0,"31,184,208   ","19,516,042   ",62.6,"18,756,714   ",60.1,"759,328   ",3.9
2020-02-21,Illinois,17,2,0,30,0,2,17.0,2020.0,"9,988,984   ","6,398,665   ",64.1,"6,179,880   ",61.9,"218,785   ",3.4
2020-02-21,Massachusetts,25,1,0,30,0,2,25.0,2020.0,"5,648,931   ","3,834,827   ",67.9,"3,728,255   ",66.0,"106,572   ",2.8
2020-02-21,Nebraska,31,11,0,30,0,2,31.0,2020.0,"1,486,762   ","1,042,449   ",70.1,"1,012,433   ",68.1,"30,016   ",2.9
2020-02-21,Texas,48,4,0,30,0,2,48.0,2020.0,"22,155,850   ","14,199,564   ",64.1,"13,707,110   ",61.9,"492,454   ",3.5
2020-02-21,Washington,53,1,0,30,0,2,53.0,2020.0,"6,072,437   ","3,962,518   ",65.3,"3,810,985   ",62.8,"151,533   ",3.8
2020-02-21,Wisconsin,55,1,0,30,0,2,55.0,2020.0,"4,647,678   ","3,108,814   ",66.9,"2,999,939   ",64.5,"108,875   ",3.5
2020-02-22,Arizona,4,1,0,30,0,2,4.0,2020.0,"5,786,902   ","3,613,043   ",62.4,"3,451,805   ",59.6,"161,238   ",4.5
2020-02-22,California,6,9,0,30,0,2,6.0,2020.0,"31,184,208   ","19,516,042   ",62.6,"18,756,714   ",60.1,"759,328   ",3.9
2020-02-22,Illinois,17,2,0,30,0,2,17.0,2020.0,"9,988,984   ","6,398,665   ",64.1,"6,179,880   ",61.9,"218,785   ",3.4
2020-02-22,Massachusetts,25,1,0,30,0,2,25.0,2020.0,"5,648,931   ","3,834,827   ",67.9,"3,728,255   ",66.0,"106,572   ",2.8
2020-02-22,Nebraska,31,11,0,30,0,2,31.0,2020.0,"1,486,762   ","1,042,449   ",70.1,"1,012,433   ",68.1,"30,016   ",2.9
2020-02-22,Texas,48,4,0,30,0,2,48.0,2020.0,"22,155,850   ","14,199,564   ",64.1,"13,707,110   ",61.9,"492,454   ",3.5
2020-02-22,Washington,53,1,0,30,0,2,53.0,2020.0,"6,072,437   ","3,962,518   ",65.3,"3,810,985   ",62.8,"151,533   ",3.8
2020-02-22,Wisconsin,55,1,0,30,0,2,55.0,2020.0,"4,647,678   ","3,108,814   ",66.9,"2,999,939   ",64.5,"108,875   ",3.5
2020-02-23,Arizona,4,1,0,30,0,2,4.0,2020.0,"5,786,902   ","3,613,043   ",62.4,"3,451,805   ",59.6,"161,238   ",4.5
